37,1,0,0,95,40272,0
37,2,0,0,95,40273,0
37,3,0,0,95,40274,0
37,4,0,0,95,40275,0
37,5,0,0,95,40276,0
97,6,0,0,95,40277,0
97,7,0,0,95,40278,0
117,8,0,0,95,40279,0
117,9,0,0,95,40280,0
117,10,0,0,95,40281,0
117,11,0,0,95,40282,0
117,12,0,0,95,40283,0
117,13,0,0,95,40284,0
117,14,0,0,95,40285,0
117,15,0,0,95,40286,0
117,16,0,0,95,40287,0
117,17,0,0,95,40288,0
117,18,0,0,95,40289,0
117,19,0,0,95,40290,0
117,20,0,0,96,40290,0
117,21,0,0,96,40291,0
117,22,0,0,96,40292,0
117,23,0,0,96,40293,0
117,24,0,0,96,40294,0
117,25,0,0,97,40294,0
117,26,0,0,97,40295,0
117,27,0,0,97,40296,0
117,28,0,0,97,40297,0
117,29,0,0,97,40298,0
117,30,0,0,97,40299,0
117,31,0,0,97,40300,0
117,32,0,0,97,40301,0
117,34,117,1,97,40302,0
117,35,117,1,97,40303,0
117,36,117,1,97,40304,0
117,37,117,1,97,40305,0
117,38,117,1,97,40306,0
117,39,117,1,97,40307,0
117,40,117,1,97,40308,0
117,41,117,1,97,40309,0
117,42,117,1,97,40310,0
117,43,117,1,97,40311,0
117,44,117,1,97,40312,0
117,45,117,1,97,40313,0
117,46,117,1,97,40314,0
117,48,117,2,97,40315,0
117,49,117,2,97,40316,0
117,50,117,2,97,40317,0
117,51,117,2,97,40318,0
117,52,117,2,97,40319,0
117,53,117,2,97,40320,0
117,54,117,2,97,40321,0
117,55,117,2,97,40322,0
117,56,117,2,97,40323,0
117,57,117,2,97,40324,0
117,58,117,2,97,40325,0
117,59,117,2,97,40326,0
117,60,117,2,97,40327,0
117,61,117,2,97,40328,0
117,62,117,2,97,40329,0
117,63,117,2,97,40330,0
117,64,117,2,97,40331,0
117,65,117,2,97,40332,0
117,66,117,2,97,40333,0
117,67,117,2,97,40334,0
117,68,117,2,97,40335,0
117,69,117,2,97,40336,0
117,70,117,2,97,40337,0
117,71,117,2,97,40338,0
117,72,117,2,97,40339,0
117,73,117,2,97,40340,0
117,74,117,2,97,40341,0
117,75,117,2,97,40342,0
117,76,117,2,97,40343,0
117,77,117,2,97,40344,0
117,78,117,2,97,40345,0
117,79,117,2,97,40346,0
117,80,117,2,97,40347,0
117,81,117,2,97,40348,0
117,82,117,2,97,40349,0
117,83,117,2,97,40350,0
117,84,117,2,97,40351,0
117,85,117,2,97,40352,0
117,86,117,2,97,40353,0
117,87,117,2,97,40354,0
117,88,117,2,97,40355,0
117,89,117,2,97,40356,0
117,90,117,2,97,40357,0
117,91,117,2,97,40358,0
117,92,117,2,97,40359,0
117,93,117,2,97,40360,0
117,94,117,2,97,40361,0
117,95,117,2,97,40362,0
117,96,117,2,97,40363,0
117,97,117,2,97,40364,0
141,98,117,2,97,40365,0
141,99,117,2,97,40366,0
141,100,117,2,97,40367,0
141,101,117,2,97,40368,0
141,102,117,2,97,40369,0
198,103,117,2,97,40370,0
198,104,117,2,97,40371,0
217,105,117,2,97,40372,0
217,106,117,2,97,40373,0
217,107,117,2,97,40374,0
217,108,117,2,97,40375,0
218,109,117,2,97,40376,0
218,110,117,2,97,40377,0
218,111,117,2,97,40378,0
218,112,117,2,97,40379,0
218,113,117,2,97,40380,0
218,114,117,2,98,40380,0
218,115,117,2,98,40381,0
218,116,117,2,98,40382,0
218,117,117,2,98,40383,0
218,118,117,2,98,40384,0
218,119,117,2,98,40385,0
218,120,117,2,98,40386,0
218,121,117,2,98,40387,0
218,122,117,2,98,40388,0
218,123,117,2,98,40389,0
218,124,117,2,98,40390,0
218,125,117,2,98,40391,0
219,126,117,2,98,40392,0
219,127,117,2,98,40393,0
219,128,117,2,98,40394,0
219,129,117,2,98,40395,0
219,130,117,2,98,40396,0
219,131,117,2,98,40397,0
219,132,117,2,98,40398,0
219,133,117,2,98,40399,0
219,134,117,2,98,40400,0
219,136,219,3,98,40401,0
219,137,219,3,98,40402,0
219,138,219,3,98,40403,0
219,139,219,3,98,40404,0
219,140,219,3,98,40405,0
219,141,219,3,98,40406,0
219,142,219,3,98,40407,0
219,143,219,3,98,40408,0
219,144,219,3,98,40409,0
219,145,219,3,98,40410,0
219,146,219,3,98,40411,0
219,147,219,3,98,40412,0
219,148,219,3,98,40413,0
219,149,219,3,98,40414,0
219,150,219,3,98,40415,0
219,151,219,3,98,40416,0
219,152,219,3,98,40417,0
219,153,219,3,98,40418,0
219,154,219,3,98,40419,0
219,155,219,3,98,40420,0
219,156,219,3,98,40421,0
219,157,219,3,98,40422,0
219,158,219,3,98,40423,0
219,159,219,3,98,40424,0
219,160,219,3,98,40425,0
219,161,219,3,98,40426,0
219,162,219,3,98,40427,0
219,163,219,3,98,40428,0
219,164,219,3,98,40429,0
219,165,219,3,98,40430,0
219,166,219,3,98,40431,0
219,167,219,3,98,40432,0
219,168,219,3,98,40433,0
219,169,219,3,98,40434,0
219,170,219,3,98,40435,0
219,171,219,3,98,40436,0
219,172,219,3,98,40437,0
219,173,219,3,98,40438,0
219,174,219,3,99,40438,0
219,175,219,3,99,40439,0
219,176,219,3,100,40439,0
219,177,219,3,100,40440,0
219,178,219,3,100,40441,0
219,179,219,3,100,40442,0
219,180,219,3,100,40443,0
219,181,219,3,100,40444,0
219,182,219,3,100,40445,0
219,183,219,3,100,40446,0
219,184,219,3,100,40447,0
219,187,219,5,100,40448,0
219,188,219,5,100,40449,0
219,189,219,5,100,40450,0
219,190,219,5,100,40451,0
219,191,219,5,100,40452,0
219,192,219,5,100,40453,0
247,193,219,5,100,40454,0
247,194,219,5,100,40455,0
247,195,219,5,100,40456,0
247,196,219,5,100,40457,0
247,197,219,5,100,40458,0
317,198,219,5,100,40459,0
317,199,219,5,100,40460,0
337,200,219,5,100,40461,0
337,201,219,5,100,40462,0
337,202,219,5,100,40463,0
337,203,219,5,100,40464,0
337,204,219,5,101,40464,0
337,205,219,5,101,40465,0
337,206,219,5,101,40466,0
337,207,219,5,101,40467,0
337,208,219,5,101,40468,0
337,209,219,5,101,40469,0
337,210,219,5,101,40470,0
337,211,219,5,101,40471,0
337,212,219,5,101,40472,0
337,213,219,5,101,40473,0
337,214,219,5,101,40474,0
337,215,219,5,101,40475,0
337,216,219,5,101,40476,0
337,217,219,5,101,40477,0
337,218,219,5,101,40478,0
337,219,219,5,101,40479,0
337,220,219,5,101,40480,0
337,221,219,5,101,40481,0
337,222,219,5,101,40482,0
337,223,219,5,101,40483,0
337,224,219,5,101,40484,0
337,225,219,5,101,40485,0
337,226,219,5,101,40486,0
337,227,219,5,101,40487,0
337,228,219,5,101,40488,0
337,229,219,5,101,40489,0
337,230,219,5,101,40490,0
337,232,337,6,101,40491,0
337,233,337,6,101,40492,0
337,234,337,6,101,40493,0
337,235,337,6,101,40494,0
337,236,337,6,101,40495,0
337,237,337,6,101,40496,0
337,238,337,6,101,40497,0
337,239,337,6,101,40498,0
337,240,337,6,101,40499,0
337,241,337,6,101,40500,0
337,242,337,6,101,40501,0
337,243,337,6,101,40502,0
337,244,337,6,101,40503,0
337,245,337,6,101,40504,0
337,246,337,6,101,40505,0
337,247,337,6,101,40506,0
337,248,337,6,101,40507,0
337,249,337,6,101,40508,0
337,250,337,6,101,40509,0
337,251,337,6,101,40510,0
337,252,337,6,101,40511,0
337,253,337,6,101,40512,0
337,254,337,6,101,40513,0
337,255,337,6,101,40514,0
337,256,337,6,101,40515,0
337,257,337,6,101,40516,0
337,258,337,6,102,40516,0
337,260,337,7,102,40517,0
337,261,337,7,102,40518,0
337,262,337,7,102,40519,0
337,263,337,7,102,40520,0
337,264,337,7,103,40520,0
337,266,337,8,103,40521,0
337,267,337,8,103,40522,0
337,268,337,8,103,40523,0
337,269,337,8,103,40524,0
337,271,337,9,103,40525,0
337,272,337,9,103,40526,0
337,273,337,9,103,40527,0
337,274,337,9,103,40528,0
337,275,337,9,103,40529,0
337,276,337,9,103,40530,0
337,277,337,9,103,40531,0
337,278,337,9,103,40532,0
337,279,337,9,103,40533,0
337,280,337,9,103,40534,0
337,281,337,9,103,40535,0
337,282,337,9,103,40536,0
337,283,337,9,103,40537,0
337,284,337,9,103,40538,0
337,285,337,9,103,40539,0
337,286,337,9,104,40539,0
337,287,337,9,104,40540,0
337,288,337,9,104,40541,0
337,289,337,9,104,40542,0
337,290,337,9,104,40543,0
356,292,337,10,104,40544,0
356,293,337,10,104,40545,0
356,294,337,10,104,40546,0
356,295,337,10,104,40547,0
356,296,337,10,104,40548,0
417,297,337,10,104,40549,0
417,298,337,10,104,40550,0
438,299,337,10,104,40551,0
438,300,337,10,104,40552,0
438,301,337,10,104,40553,0
438,302,337,10,104,40554,0
438,303,337,10,104,40555,0
438,304,337,10,104,40556,0
438,305,337,10,104,40557,0
438,306,337,10,104,40558,0
438,307,337,10,104,40559,0
438,308,337,10,104,40560,0
438,309,337,10,104,40561,0
438,310,337,10,104,40562,0
438,311,337,10,104,40563,0
438,312,337,10,104,40564,0
438,313,337,10,104,40565,0
438,314,337,10,104,40566,0
438,315,337,10,104,40567,0
438,316,337,10,104,40568,0
438,317,337,10,104,40569,0
438,318,337,10,104,40570,0
438,319,337,10,104,40571,0
438,320,337,10,104,40572,0
438,321,337,10,104,40573,0
438,322,337,10,104,40574,0
438,323,337,10,104,40575,0
438,324,337,10,104,40576,0
438,325,337,10,104,40577,0
438,326,337,10,104,40578,0
438,327,337,10,104,40579,0
438,328,337,10,104,40580,0
438,329,337,10,104,40581,0
438,330,337,10,104,40582,0
438,331,337,10,104,40583,0
438,332,337,10,104,40584,0
438,333,337,10,104,40585,0
438,334,337,10,104,40586,0
438,335,337,10,104,40587,0
438,336,337,10,104,40588,0
438,337,337,10,104,40589,0
438,338,337,10,104,40590,0
438,339,337,10,104,40591,0
438,340,337,10,104,40592,0
438,341,337,10,104,40593,0
438,342,337,10,104,40594,0
438,343,337,10,104,40595,0
438,344,337,10,104,40596,0
438,345,337,10,104,40597,0
438,346,337,10,104,40598,0
438,347,337,10,104,40599,0
438,348,337,10,104,40600,0
438,349,337,10,104,40601,0
438,350,337,10,104,40602,0
438,351,337,10,104,40603,0
438,352,337,10,104,40604,0
438,353,337,10,104,40605,0
438,354,337,10,104,40606,0
438,355,337,10,104,40607,0
438,356,337,10,104,40608,0
438,357,337,10,104,40609,0
438,358,337,10,104,40610,0
438,359,337,10,104,40611,0
438,360,337,10,104,40612,0
438,361,337,10,105,40612,0
