52,1,0,0,0,1,0
52,2,0,0,0,2,0
53,3,0,0,0,3,0
161,4,0,0,0,4,0
161,5,0,0,0,5,0
161,6,0,0,0,6,0
161,8,161,1,0,7,0
262,9,161,1,0,8,0
262,10,161,1,0,9,0
262,11,161,1,0,10,0
264,13,264,2,0,11,0
264,14,264,2,0,12,0
264,16,264,3,0,13,0
264,17,264,3,0,14,0
381,18,264,3,0,15,0
381,19,264,3,0,16,0
381,21,381,4,0,17,0
381,22,381,4,0,18,0
381,23,381,4,0,19,0
381,24,381,4,0,20,0
381,25,381,4,0,21,0
381,27,381,5,0,22,0
381,28,381,5,0,23,0
381,29,381,5,0,24,0
381,30,381,5,0,25,0
381,31,381,5,0,26,0
381,32,381,5,0,27,0
381,33,381,5,0,28,0
500,34,381,5,0,29,0
500,35,381,5,0,30,0
500,36,381,5,0,31,0
500,37,381,5,0,32,0
500,38,381,5,0,33,0
500,39,381,5,0,34,0
500,40,381,5,0,35,0
500,41,381,5,0,36,0
500,42,381,5,0,37,0
500,43,381,5,0,38,0
500,45,500,6,0,39,0
500,47,500,7,0,40,0
500,48,500,7,0,41,0
500,49,500,7,0,42,0
500,51,500,8,0,43,0
500,52,500,8,0,44,0
500,53,500,8,0,45,0
500,54,500,8,0,46,0
500,55,500,8,0,47,0
500,56,500,8,0,48,0
600,57,500,8,0,49,0
600,58,500,8,0,50,0
621,60,621,9,0,51,0
621,61,621,9,0,52,0
621,63,621,10,0,53,0
621,64,621,10,0,54,0
621,65,621,10,0,55,0
621,66,621,10,0,56,0
621,67,621,10,0,57,0
621,68,621,10,0,58,0
621,69,621,10,0,59,0
621,70,621,10,0,60,0
621,71,621,10,0,61,0
621,72,621,10,0,62,0
621,73,621,10,0,63,0
621,76,621,12,0,64,0
621,78,621,13,0,65,0
621,79,621,13,0,66,0
621,80,621,13,0,67,0
621,81,621,13,0,68,0
700,82,621,13,0,69,0
700,83,621,13,0,70,0
741,84,621,13,0,71,0
741,85,621,13,0,72,0
741,86,621,13,0,73,0
742,87,621,13,0,74,0
742,89,742,14,0,75,0
742,90,742,14,0,76,0
742,91,742,14,0,77,0
742,92,742,14,0,78,0
742,93,742,14,0,79,0
742,94,742,14,0,80,0
742,95,742,14,0,81,0
742,96,742,14,0,82,0
742,97,742,14,0,83,0
742,98,742,14,0,84,0
742,100,742,15,0,85,0
742,101,742,15,0,86,0
742,102,742,15,0,87,0
742,103,742,15,0,88,0
742,104,742,15,0,89,0
742,105,742,15,0,90,0
742,106,742,15,0,91,0
742,107,742,15,0,92,0
742,108,742,15,0,93,0
742,109,742,15,0,94,0
742,110,742,15,0,95,0
742,112,742,16,0,96,0
742,113,742,16,0,97,0
742,114,742,16,0,98,0
820,115,742,16,0,99,0
820,116,742,16,0,100,0
820,117,742,16,0,101,0
820,118,742,16,0,102,0
840,119,742,16,0,103,0
840,120,742,16,0,104,0
840,121,742,16,0,105,0
861,122,742,16,0,106,0
861,123,742,16,0,107,0
861,124,742,16,0,108,0
861,125,742,16,0,109,0
861,126,742,16,0,110,0
861,128,861,17,0,111,0
861,129,861,17,0,112,0
861,130,861,17,0,113,0
861,131,861,17,0,114,0
861,132,861,17,0,115,0
861,133,861,17,0,116,0
861,134,861,17,0,117,0
861,135,861,17,0,118,0
