Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
70,1,0,0,0,0,0
70,2,0,0,0,0,0
70,3,0,0,0,0,0
70,4,0,0,0,0,0
70,5,0,0,0,0,0
70,6,0,0,0,0,0
70,7,0,0,0,0,0
70,8,0,0,0,0,0
70,9,0,0,0,0,0
70,10,0,0,0,0,0
70,11,0,0,0,0,0
70,12,0,0,0,0,0
70,13,0,0,0,0,0
70,14,0,0,0,0,0
73,15,0,0,0,0,0
73,16,0,0,0,0,0
73,17,0,0,0,0,0
73,18,0,0,0,0,0
73,19,0,0,0,0,0
73,20,0,0,0,0,0
73,21,0,0,0,0,0
73,22,0,0,0,0,0
73,23,0,0,0,0,0
73,24,0,0,0,0,0
73,25,0,0,0,0,0
73,26,0,0,0,0,0
73,27,0,0,0,0,0
73,28,0,0,0,0,0
73,29,0,0,0,0,0
73,30,0,0,0,0,0
73,31,0,0,0,1,0
73,32,0,0,0,1,0
73,33,0,0,0,1,0
73,34,0,0,0,1,0
73,35,0,0,0,1,0
73,36,0,0,0,1,0
73,37,0,0,0,1,0
73,38,0,0,0,1,0
73,39,0,0,0,1,0
73,40,0,0,0,1,0
73,41,0,0,0,1,0
73,42,0,0,0,1,0
73,43,0,0,0,1,0
73,44,0,0,0,1,0
73,45,0,0,0,1,0
73,46,0,0,0,1,0
73,47,0,0,0,1,0
73,48,0,0,0,1,0
73,49,0,0,0,1,0
73,50,0,0,0,1,0
73,51,0,0,0,1,0
73,52,0,0,0,1,0
73,53,0,0,0,1,0
73,54,0,0,0,1,0
73,55,0,0,0,1,0
73,56,0,0,0,1,0
73,57,0,0,0,1,0
73,58,0,0,0,1,0
73,59,0,0,0,1,0
73,60,0,0,0,1,0
73,61,0,0,0,1,0
73,62,0,0,0,1,0
73,63,0,0,0,1,0
73,64,0,0,0,1,0
73,65,0,0,0,1,0
73,66,0,0,0,2,0
73,67,0,0,0,2,0
73,68,0,0,0,3,0
73,69,0,0,0,4,0
73,70,0,0,0,4,0
73,71,0,0,0,5,0
73,72,0,0,0,6,0
73,73,0,0,0,6,0
73,74,0,0,0,7,0
73,75,0,0,0,7,0
73,76,0,0,0,7,0
73,77,0,0,0,7,0
73,78,0,0,0,8,0
73,79,0,0,0,8,0
73,80,0,0,0,9,0
73,81,0,0,0,9,0
73,82,0,0,0,9,0
73,83,0,0,0,9,0
73,84,0,0,0,9,0
73,85,0,0,0,9,0
73,86,0,0,0,9,0
73,87,0,0,0,10,0
73,88,0,0,0,10,0
73,89,0,0,0,11,0
73,90,0,0,0,11,0
73,91,0,0,0,11,0
73,92,0,0,0,11,0
73,93,0,0,0,12,0
73,94,0,0,0,12,0
73,95,0,0,0,12,0
73,96,0,0,0,12,0
73,97,0,0,0,12,0
73,98,0,0,0,12,0
73,99,0,0,0,12,0
73,100,0,0,0,12,0
73,101,0,0,0,12,0
73,102,0,0,0,12,0
73,103,0,0,0,12,0
73,104,0,0,0,12,0
73,105,0,0,0,12,0
73,106,0,0,0,13,0
73,107,0,0,0,13,0
73,108,0,0,0,13,0
73,109,0,0,0,13,0
73,110,0,0,0,13,0
73,111,0,0,0,14,0
73,112,0,0,0,14,0
73,113,0,0,0,14,0
73,114,0,0,0,14,0
73,115,0,0,0,14,0
73,116,0,0,0,14,0
73,117,0,0,0,14,0
73,118,0,0,0,14,0
73,119,0,0,0,14,0
73,120,0,0,0,14,0
73,121,0,0,0,14,0
73,122,0,0,0,15,0
73,123,0,0,0,15,0
73,124,0,0,0,15,0
73,125,0,0,0,16,0
73,126,0,0,0,16,0
73,127,0,0,0,16,0
73,128,0,0,0,17,0
73,129,0,0,0,17,0
73,130,0,0,0,17,0
73,131,0,0,0,17,0
73,132,0,0,0,17,0
73,133,0,0,0,17,0
73,134,0,0,0,18,0
73,135,0,0,0,18,0
73,136,0,0,0,18,0
73,137,0,0,0,18,0
73,138,0,0,0,19,0
73,139,0,0,0,19,0
73,140,0,0,0,19,0
73,141,0,0,0,19,0
73,142,0,0,0,19,0
73,143,0,0,0,19,0
73,144,0,0,0,19,0
73,145,0,0,0,20,0
73,146,0,0,0,20,0
73,147,0,0,0,21,0
73,148,0,0,0,21,0
73,149,0,0,0,22,0
73,150,0,0,0,22,0
73,151,0,0,0,23,0
73,152,0,0,0,23,0
73,153,0,0,0,23,0
73,154,0,0,0,23,0
73,155,0,0,0,23,0
73,156,0,0,0,23,0
73,157,0,0,0,23,0
73,158,0,0,0,23,0
73,159,0,0,0,24,0
73,160,0,0,0,24,0
73,161,0,0,0,24,0
73,162,0,0,0,25,0
73,163,0,0,0,25,0
73,164,0,0,0,25,0
73,165,0,0,0,25,0
73,166,0,0,0,26,0
73,167,0,0,0,27,0
73,168,0,0,0,28,0
73,169,0,0,0,29,0
73,170,0,0,0,29,0
73,171,0,0,0,29,0
73,172,0,0,0,29,0
73,173,0,0,0,29,0
73,174,0,0,0,29,0
73,175,0,0,0,30,0
73,176,0,0,0,30,0
73,177,0,0,0,30,0
73,178,0,0,0,30,0
73,179,0,0,0,31,0
73,180,0,0,0,31,0
73,181,0,0,0,32,0
73,182,0,0,0,33,0
73,183,0,0,0,33,0
73,184,0,0,0,33,0
73,185,0,0,0,34,0
73,186,0,0,0,35,0
73,187,0,0,0,36,0
73,188,0,0,0,37,0
73,189,0,0,0,38,0
73,190,0,0,0,39,0
73,191,0,0,0,39,0
73,192,0,0,0,40,0
73,193,0,0,0,40,0
73,194,0,0,0,40,0
73,195,0,0,0,41,0
73,196,0,0,0,42,0
73,197,0,0,0,42,0
79,198,0,0,0,43,0
79,199,0,0,0,43,0
79,200,0,0,0,43,0
79,201,0,0,0,44,0
79,202,0,0,0,45,0
79,203,0,0,0,45,0
79,204,0,0,0,45,0
79,205,0,0,0,46,0
79,206,0,0,0,47,0
79,207,0,0,0,47,0
79,208,0,0,0,47,0
79,209,0,0,0,47,0
79,210,0,0,0,47,0
79,211,0,0,0,48,0
79,212,0,0,0,49,0
79,213,0,0,0,50,0
79,214,0,0,0,50,0
79,215,0,0,0,51,0
79,216,0,0,0,52,0
79,217,0,0,0,52,0
79,218,0,0,0,53,0
79,219,0,0,0,53,0
79,220,0,0,0,53,0
