Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
116,2,116,1,1,0,0
226,3,116,1,2,0,0
226,4,116,1,3,0,0
226,7,226,3,3,1,0
350,10,347,5,4,1,0
350,11,347,5,5,1,0
350,13,350,6,6,1,0
466,15,466,7,7,1,0
466,21,466,12,8,1,0
466,22,466,12,9,1,0
466,23,466,12,10,1,0
466,24,466,12,11,1,0
466,25,466,12,12,1,0
568,26,466,12,13,1,0
568,29,568,14,14,1,0
568,31,568,15,15,1,0
569,34,568,17,16,1,0
569,38,569,20,17,1,0
569,40,569,21,18,1,0
569,41,569,21,18,2,0
569,42,569,21,19,2,0
569,43,569,21,20,2,0
569,44,569,21,21,2,0
569,45,569,21,21,3,0
569,46,569,21,21,4,0
569,47,569,21,21,5,0
569,48,569,21,21,6,0
569,49,569,21,21,7,0
676,50,569,21,22,7,0
676,51,569,21,23,7,0
676,52,569,21,24,7,0
676,53,569,21,25,7,0
676,54,569,21,26,7,0
676,55,569,21,27,7,0
677,58,676,23,28,7,0
677,62,677,26,28,8,0
677,63,677,26,29,8,0
677,64,677,26,30,8,0
678,68,678,29,30,9,0
678,69,678,29,31,9,0
678,71,678,30,31,10,0
678,72,678,30,32,10,0
679,73,678,30,32,11,0
679,75,679,31,33,11,0
679,76,679,31,33,12,0
679,79,679,33,33,13,0
679,80,679,33,33,14,0
680,82,679,34,34,14,0
681,83,679,34,34,15,0
681,84,679,34,34,16,0
681,85,679,34,34,17,0
778,88,778,36,35,17,0
778,89,778,36,35,18,0
778,90,778,36,35,19,0
778,91,778,36,35,20,0
778,92,778,36,36,20,0
778,93,778,36,37,20,0
778,94,778,36,37,21,0
779,95,778,36,38,21,0
779,97,779,37,38,22,0
779,99,779,38,39,22,0
779,100,779,38,40,22,0
779,101,779,38,40,23,0
779,102,779,38,40,24,0
779,103,779,38,40,25,0
779,104,779,38,41,25,0
779,105,779,38,41,26,0
780,109,780,41,42,26,0
780,112,780,43,42,27,0
780,116,780,46,43,27,0
780,117,780,46,44,27,0
781,119,780,47,45,27,0
781,120,780,47,46,27,0
781,121,780,47,46,28,0
781,122,780,47,47,28,0
781,123,780,47,47,29,0
781,124,780,47,47,30,0
781,125,780,47,47,31,0
781,126,780,47,47,32,0
879,128,879,48,48,32,0
879,129,879,48,48,33,0
880,131,880,49,48,34,0
880,132,880,49,49,34,0
880,133,880,49,50,34,0
880,135,880,50,51,34,0
881,137,881,51,52,34,0
881,144,881,57,52,35,0
881,145,881,57,52,36,0
881,146,881,57,52,37,0
882,147,881,57,53,37,0
882,148,881,57,54,37,0
882,149,881,57,55,37,0
882,151,882,58,56,37,0
882,152,882,58,57,37,0
882,153,882,58,58,37,0
882,157,882,61,59,37,0
883,159,883,62,60,37,0
883,160,883,62,61,37,0
883,161,883,62,62,37,0
883,162,883,62,62,38,0
885,164,884,63,63,38,0
885,165,884,63,63,39,0
885,166,884,63,63,40,0
987,171,987,67,64,40,0
987,173,987,68,65,40,0
987,174,987,68,66,40,0
987,175,987,68,67,40,0
987,179,987,71,68,40,0
987,180,987,71,69,40,0
987,181,987,71,69,41,0
987,182,987,71,69,42,0
987,183,987,71,70,42,0
987,185,987,72,71,42,0
987,186,987,72,72,42,0
987,188,987,73,72,43,0
987,189,987,73,72,44,0
987,190,987,73,72,45,0
987,192,987,74,72,46,0
987,193,987,74,73,46,0
987,194,987,74,73,47,0
987,195,987,74,73,48,0
987,196,987,74,73,49,0
987,197,987,74,74,49,0
987,198,987,74,74,50,0
987,199,987,74,74,51,0
987,201,987,75,75,51,0
987,203,987,76,75,52,0
987,204,987,76,75,53,0
987,205,987,76,76,53,0
987,206,987,76,76,54,0
987,207,987,76,76,55,0
990,214,990,82,76,56,0
990,215,990,82,76,57,0
990,216,990,82,76,58,0
990,217,990,82,76,59,0
990,218,990,82,77,59,0
990,219,990,82,78,59,0
990,220,990,82,79,59,0
990,221,990,82,79,60,0
990,222,990,82,80,60,0
990,223,990,82,80,61,0
990,224,990,82,81,61,0
990,225,990,82,82,61,0
1107,226,990,82,83,61,0
1107,227,990,82,84,61,0
1107,233,1107,87,85,61,0
1107,236,1107,89,86,61,0
1111,237,1107,89,87,61,0
1111,239,1111,90,87,62,0
1111,240,1111,90,88,62,0
1111,241,1111,90,89,62,0
1111,242,1111,90,90,62,0
1111,243,1111,90,90,63,0
1111,244,1111,90,91,63,0
1111,245,1111,90,92,63,0
1111,246,1111,90,93,63,0
1111,247,1111,90,94,63,0
1111,252,1111,94,94,64,0
1111,253,1111,94,95,64,0
1111,256,1111,96,96,64,0
1111,257,1111,96,96,65,0
1111,258,1111,96,97,65,0
1111,263,1111,100,98,65,0
1111,266,1111,102,98,66,0
1111,267,1111,102,98,67,0
1111,268,1111,102,98,68,0
1111,269,1111,102,98,69,0
1111,270,1111,102,98,70,0
1111,271,1111,102,98,71,0
1116,272,1111,102,98,72,0
1116,273,1111,102,99,72,0
1116,274,1111,102,100,72,0
1116,275,1111,102,100,73,0
1116,276,1111,102,101,73,0
1116,277,1111,102,102,73,0
