Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
119,1,0,0,1,0,0
219,3,119,1,2,0,0
219,6,219,3,3,0,0
320,7,219,3,4,0,0
320,8,219,3,5,0,0
320,9,219,3,6,0,0
320,11,320,4,7,0,0
320,15,320,7,7,1,0
320,16,320,7,7,2,0
421,17,320,7,8,2,0
421,21,421,10,9,2,0
421,22,421,10,10,2,0
421,24,421,11,11,2,0
421,26,421,12,12,2,0
421,27,421,12,12,3,0
421,28,421,12,12,4,0
421,29,421,12,12,5,0
421,30,421,12,12,6,0
421,31,421,12,12,7,0
540,32,421,12,13,7,0
540,33,421,12,13,8,0
540,34,421,12,14,8,0
541,35,421,12,15,8,0
541,37,541,13,16,8,0
541,38,541,13,16,9,0
542,41,542,15,16,10,0
542,43,542,16,17,10,0
642,47,642,19,18,10,0
642,50,642,21,19,10,0
642,52,642,22,20,10,0
642,53,642,22,20,11,0
642,54,642,22,20,12,0
642,55,642,22,20,13,0
644,58,643,24,21,13,0
644,59,643,24,22,13,0
644,61,644,25,23,13,0
644,62,644,25,24,13,0
644,63,644,25,25,13,0
644,64,644,25,25,14,0
743,65,644,25,26,14,0
743,66,644,25,27,14,0
743,67,644,25,28,14,0
743,71,743,28,29,14,0
743,73,743,29,29,15,0
743,74,743,29,29,16,0
744,77,744,31,29,17,0
745,78,744,31,30,17,0
745,80,745,32,31,17,0
745,83,745,34,32,17,0
745,84,745,34,33,17,0
745,85,745,34,33,18,0
745,86,745,34,34,18,0
745,87,745,34,34,19,0
745,88,745,34,34,20,0
745,89,745,34,34,21,0
745,90,745,34,34,22,0
845,91,745,34,35,22,0
845,92,745,34,36,22,0
845,93,745,34,37,22,0
845,94,745,34,38,22,0
845,95,745,34,39,22,0
845,97,845,35,40,22,0
846,104,846,41,41,22,0
846,105,846,41,42,22,0
846,107,846,42,42,23,0
847,108,846,42,43,23,0
847,109,846,42,44,23,0
847,112,847,44,45,23,0
847,114,847,45,46,23,0
847,116,847,46,46,24,0
847,117,847,46,46,25,0
847,118,847,46,46,26,0
847,119,847,46,46,27,0
847,120,847,46,46,28,0
847,121,847,46,46,29,0
847,122,847,46,46,30,0
847,123,847,46,46,31,0
847,124,847,46,46,32,0
945,127,945,48,46,33,0
945,128,945,48,46,34,0
945,129,945,48,46,35,0
946,130,945,48,47,35,0
946,132,946,49,48,35,0
946,135,946,51,48,36,0
946,136,946,51,48,37,0
947,140,947,54,49,37,0
947,141,947,54,50,37,0
947,143,947,55,51,37,0
947,145,947,56,51,38,0
947,147,947,57,51,39,0
948,148,947,57,52,39,0
948,149,947,57,53,39,0
948,150,947,57,54,39,0
948,151,947,57,55,39,0
948,152,947,57,56,39,0
948,154,948,58,57,39,0
948,155,948,58,58,39,0
948,158,948,60,59,39,0
948,159,948,60,60,39,0
948,160,948,60,60,40,0
948,161,948,60,60,41,0
948,162,948,60,60,42,0
948,163,948,60,60,43,0
948,164,948,60,60,44,0
1047,165,948,60,61,44,0
1047,168,1047,62,62,44,0
1047,169,1047,62,62,45,0
1048,173,1048,65,63,45,0
1048,174,1048,65,64,45,0
1048,175,1048,65,65,45,0
1048,178,1048,67,66,45,0
1048,181,1048,69,67,45,0
1048,182,1048,69,68,45,0
1048,183,1048,69,69,45,0
1048,184,1048,69,69,46,0
1048,185,1048,69,69,47,0
1048,186,1048,69,69,48,0
1048,187,1048,69,69,49,0
1048,188,1048,69,69,50,0
1048,189,1048,69,69,51,0
1048,190,1048,69,69,52,0
1048,191,1048,69,69,53,0
1049,192,1048,69,70,53,0
1049,196,1049,72,71,53,0
1049,200,1049,75,72,53,0
1049,201,1049,75,73,53,0
1049,202,1049,75,74,53,0
1049,203,1049,75,75,53,0
1049,204,1049,75,75,54,0
1049,205,1049,75,75,55,0
1049,206,1049,75,75,56,0
1049,207,1049,75,75,57,0
1049,208,1049,75,75,58,0
1049,209,1049,75,75,59,0
1049,210,1049,75,75,60,0
1147,211,1049,75,76,60,0
1147,212,1049,75,77,60,0
1147,215,1147,77,77,61,0
1147,216,1147,77,77,62,0
1147,217,1147,77,77,63,0
1148,218,1147,77,78,63,0
1148,219,1147,77,79,63,0
1148,220,1147,77,80,63,0
1148,221,1147,77,81,63,0
1148,223,1148,78,82,63,0
1148,229,1148,83,83,63,0
1148,230,1148,83,83,64,0
1148,231,1148,83,83,65,0
1148,232,1148,83,83,66,0
1148,233,1148,83,83,67,0
1148,234,1148,83,83,68,0
1149,235,1148,83,84,68,0
1149,236,1148,83,85,68,0
1149,237,1148,83,86,68,0
1149,238,1148,83,87,68,0
1149,239,1148,83,88,68,0
1149,242,1149,85,89,68,0
1149,247,1149,89,89,69,0
1149,248,1149,89,89,70,0
1149,249,1149,89,89,71,0
1149,250,1149,89,89,72,0
1149,251,1149,89,89,73,0
1149,252,1149,89,89,74,0
1149,253,1149,89,89,75,0
1248,255,1248,90,90,75,0
1248,257,1248,91,91,75,0
1248,258,1248,91,91,76,0
1248,259,1248,91,91,77,0
1248,260,1248,91,91,78,0
1249,261,1248,91,92,78,0
1249,262,1248,91,93,78,0
1249,263,1248,91,94,78,0
1249,264,1248,91,95,78,0
1249,265,1248,91,96,78,0
1250,271,1250,96,96,79,0
1250,272,1250,96,96,80,0
1250,273,1250,96,96,81,0
1250,274,1250,96,96,82,0
