Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
116,2,116,1,1,0,0
216,3,116,1,2,0,0
216,4,116,1,3,0,0
316,9,316,5,4,0,0
316,10,316,5,5,0,0
316,13,316,7,6,0,0
316,14,316,7,7,0,0
436,15,316,7,8,0,0
436,17,436,8,9,0,0
436,19,436,9,9,1,0
436,21,436,10,10,1,0
436,22,436,10,11,1,0
436,23,436,10,12,1,0
436,25,436,11,12,2,0
436,26,436,11,12,3,0
436,27,436,11,12,4,0
436,29,436,12,12,5,0
436,30,436,12,12,6,0
436,31,436,12,12,7,0
436,32,436,12,12,8,0
557,33,436,12,13,8,0
557,35,557,13,14,8,0
557,36,557,13,15,8,0
557,37,557,13,16,8,0
557,41,557,16,16,9,0
557,42,557,16,16,10,0
557,44,557,17,17,10,0
557,45,557,17,17,11,0
557,46,557,17,17,12,0
557,47,557,17,17,13,0
676,48,557,17,18,13,0
676,50,676,18,19,13,0
676,53,676,20,19,14,0
677,54,676,20,19,15,0
677,56,677,21,20,15,0
677,58,677,22,21,15,0
677,60,677,23,22,15,0
678,61,677,23,23,15,0
678,62,677,23,23,16,0
777,63,677,23,24,16,0
777,64,677,23,25,16,0
777,68,777,26,25,17,0
777,69,777,26,25,18,0
778,71,778,27,26,18,0
778,75,778,30,27,18,0
778,76,778,30,28,18,0
778,77,778,30,29,18,0
778,78,778,30,30,18,0
778,79,778,30,31,18,0
778,81,778,31,31,19,0
778,82,778,31,31,20,0
778,83,778,31,31,21,0
878,84,778,31,32,21,0
878,85,778,31,33,21,0
878,86,778,31,34,21,0
878,90,878,34,34,22,0
878,91,878,34,34,23,0
878,92,878,34,34,24,0
878,93,878,34,34,25,0
878,94,878,34,34,26,0
879,95,878,34,35,26,0
879,96,878,34,36,26,0
879,97,878,34,37,26,0
879,98,878,34,38,26,0
879,99,878,34,39,26,0
879,101,879,35,40,26,0
879,104,879,37,41,26,0
879,109,879,41,41,27,0
879,110,879,41,41,28,0
879,111,879,41,41,29,0
879,112,879,41,41,30,0
880,113,879,41,41,31,0
880,114,879,41,41,32,0
880,115,879,41,41,33,0
880,116,879,41,41,34,0
880,117,879,41,41,35,0
880,118,879,41,41,36,0
880,119,879,41,41,37,0
978,120,879,41,42,37,0
996,122,978,42,43,37,0
996,123,978,42,44,37,0
996,124,978,42,45,37,0
996,125,978,42,46,37,0
996,126,978,42,47,37,0
996,132,996,47,47,38,0
996,133,996,47,47,39,0
996,134,996,47,47,40,0
1096,135,996,47,47,41,0
1096,137,1096,48,48,41,0
1096,138,1096,48,48,42,0
1096,139,1096,48,48,43,0
1117,142,1117,50,49,43,0
1117,143,1117,50,49,44,0
1117,144,1117,50,50,44,0
1117,145,1117,50,51,44,0
1117,146,1117,50,52,44,0
1117,147,1117,50,52,45,0
1117,150,1117,52,52,46,0
1117,152,1117,53,53,46,0
1216,155,1216,55,53,47,0
1216,156,1216,55,54,47,0
1216,157,1216,55,54,48,0
1220,158,1216,55,55,48,0
1220,163,1220,59,56,48,0
1220,164,1220,59,57,48,0
1220,165,1220,59,57,49,0
1221,168,1221,61,57,50,0
1221,169,1221,61,58,50,0
1221,171,1221,62,59,50,0
1221,172,1221,62,59,51,0
1221,173,1221,62,59,52,0
1221,174,1221,62,59,53,0
1221,175,1221,62,60,53,0
1223,176,1221,62,60,54,0
1224,177,1221,62,61,54,0
1225,178,1221,62,61,55,0
1225,179,1221,62,62,55,0
1317,180,1221,62,63,55,0
1317,181,1221,62,63,56,0
1319,183,1319,63,63,57,0
1322,186,1321,65,63,58,0
1322,187,1321,65,64,58,0
1322,188,1321,65,65,58,0
1322,189,1321,65,66,58,0
1322,190,1321,65,67,58,0
1322,194,1322,68,68,58,0
1322,195,1322,68,68,59,0
1322,196,1322,68,68,60,0
1322,197,1322,68,68,61,0
1322,198,1322,68,68,62,0
1325,201,1325,70,68,63,0
1327,203,1327,71,68,64,0
1327,204,1327,71,69,64,0
1328,205,1327,71,69,65,0
1330,206,1327,71,70,65,0
1331,207,1327,71,71,65,0
1331,208,1327,71,71,66,0
1422,209,1327,71,72,66,0
1423,211,1423,72,73,66,0
1426,215,1425,75,73,67,0
1428,218,1428,77,74,67,0
1429,219,1428,77,75,67,0
1429,220,1428,77,76,67,0
1429,221,1428,77,77,67,0
1432,223,1432,78,77,68,0
1432,224,1432,78,78,68,0
1432,225,1432,78,78,69,0
1521,226,1432,78,79,69,0
1521,228,1521,79,79,70,0
1523,231,1523,81,80,70,0
1523,232,1523,81,81,70,0
1523,234,1523,82,81,71,0
1523,235,1523,82,82,71,0
1524,236,1523,82,83,71,0
1525,240,1525,85,83,72,0
1527,241,1525,85,84,72,0
1527,242,1525,85,85,72,0
1527,243,1525,85,85,73,0
1527,244,1525,85,85,74,0
1527,245,1525,85,85,75,0
1527,246,1525,85,85,76,0
1528,249,1528,87,86,76,0
1528,250,1528,87,86,77,0
1528,252,1528,88,87,77,0
1529,254,1529,89,88,77,0
1529,255,1529,89,89,77,0
1624,256,1529,89,90,77,0
1624,257,1529,89,91,77,0
1624,261,1624,92,92,77,0
1624,262,1624,92,92,78,0
1624,263,1624,92,92,79,0
1625,264,1624,92,93,79,0
1625,266,1625,93,93,80,0
1626,268,1626,94,94,80,0
1626,269,1626,94,94,81,0
1626,270,1626,94,94,82,0
1626,271,1626,94,94,83,0
1626,272,1626,94,94,84,0
1629,273,1626,94,95,84,0
1629,274,1626,94,96,84,0
1629,276,1629,95,97,84,0
1629,280,1629,98,98,84,0
1629,282,1629,99,98,85,0
1629,283,1629,99,98,86,0
1630,284,1629,99,99,86,0
1630,285,1629,99,100,86,0
1630,286,1629,99,101,86,0
1630,287,1629,99,101,87,0
1630,290,1630,101,101,88,0
1725,291,1630,101,102,88,0
1725,292,1630,101,103,88,0
1725,293,1630,101,104,88,0
1725,297,1725,104,104,89,0
1725,298,1725,104,104,90,0
1725,299,1725,104,104,91,0
1725,300,1725,104,104,92,0
1725,301,1725,104,104,93,0
1727,303,1727,105,105,93,0
1730,304,1727,105,106,93,0
1730,308,1730,108,107,93,0
1730,311,1730,110,108,93,0
1730,312,1730,110,109,93,0
1730,313,1730,110,110,93,0
1730,314,1730,110,111,93,0
1730,316,1730,111,111,94,0
1730,317,1730,111,111,95,0
1730,318,1730,111,111,96,0
1730,319,1730,111,111,97,0
1730,320,1730,111,111,98,0
1730,321,1730,111,111,99,0
1730,322,1730,111,111,100,0
1730,323,1730,111,111,101,0
1731,324,1730,111,112,101,0
1731,327,1731,113,113,101,0
1731,328,1731,113,113,102,0
1731,329,1731,113,113,103,0
1731,330,1731,113,113,104,0
1731,331,1731,113,113,105,0
1826,334,1826,115,114,105,0
1826,336,1826,116,115,105,0
1826,337,1826,116,116,105,0
1826,338,1826,116,116,106,0
1826,339,1826,116,116,107,0
1826,340,1826,116,116,108,0
1828,341,1826,116,117,108,0
1828,344,1828,118,118,108,0
1831,345,1828,118,119,108,0
1831,346,1828,118,119,109,0
1831,347,1828,118,120,109,0
1831,350,1831,120,121,109,0
1831,352,1831,121,122,109,0
1831,355,1831,123,123,109,0
1831,356,1831,123,123,110,0
1831,357,1831,123,123,111,0
1831,358,1831,123,123,112,0
1831,359,1831,123,123,113,0
1832,361,1832,124,124,113,0
1927,363,1927,125,125,113,0
1927,364,1927,125,125,114,0
1927,365,1927,125,126,114,0
1927,367,1927,126,126,115,0
1929,369,1929,127,127,115,0
1929,370,1929,127,128,115,0
1929,374,1929,130,129,115,0
1929,375,1929,130,130,115,0
1929,376,1929,130,130,116,0
1929,377,1929,130,130,117,0
1929,378,1929,130,130,118,0
1932,379,1929,130,131,118,0
1932,381,1932,131,132,118,0
1932,382,1932,131,133,118,0
1932,383,1932,131,134,118,0
1932,384,1932,131,135,118,0
1932,386,1932,132,136,118,0
1932,389,1932,134,136,119,0
1932,392,1932,136,136,120,0
1932,393,1932,136,136,121,0
1932,394,1932,136,136,122,0
1932,395,1932,136,136,123,0
1932,396,1932,136,136,124,0
1933,398,1933,137,137,124,0
1933,400,1933,138,138,124,0
1933,401,1933,138,138,125,0
1933,402,1933,138,138,126,0
1933,403,1933,138,138,127,0
2028,405,2028,139,139,127,0
2028,406,2028,139,140,127,0
2028,410,2028,142,141,127,0
2028,411,2028,142,142,127,0
2028,412,2028,142,142,128,0
2030,413,2028,142,143,128,0
2030,414,2028,142,144,128,0
2030,416,2030,143,145,128,0
2030,419,2030,145,145,129,0
2030,420,2030,145,145,130,0
2033,421,2030,145,146,130,0
2033,422,2030,145,147,130,0
2033,423,2030,145,148,130,0
2033,424,2030,145,149,130,0
2033,429,2033,149,150,130,0
2033,431,2033,150,150,131,0
2033,432,2033,150,150,132,0
2033,433,2033,150,150,133,0
2033,434,2033,150,150,134,0
2033,435,2033,150,150,135,0
2034,437,2034,151,151,135,0
2034,438,2034,151,152,135,0
2034,441,2034,153,153,135,0
2034,442,2034,153,153,136,0
2034,443,2034,153,153,137,0
2146,444,2034,153,154,137,0
2146,445,2034,153,155,137,0
2146,446,2034,153,156,137,0
2146,447,2034,153,157,137,0
2146,450,2146,155,158,137,0
2146,453,2146,157,159,137,0
2146,456,2146,159,160,137,0
2146,457,2146,159,161,137,0
2146,459,2146,160,162,137,0
2146,461,2146,161,163,137,0
2146,464,2146,163,164,137,0
2146,466,2146,164,165,137,0
2146,468,2146,165,166,137,0
2146,469,2146,165,167,137,0
2146,470,2146,165,168,137,0
2146,471,2146,165,169,137,0
2146,472,2146,165,170,137,0
2146,473,2146,165,171,137,0
2146,474,2146,165,172,137,0
2146,477,2146,167,173,137,0
2146,480,2146,169,173,138,0
2146,485,2146,173,174,138,0
2146,486,2146,173,174,139,0
2146,488,2146,174,174,140,0
2146,489,2146,174,174,141,0
2146,490,2146,174,174,142,0
2146,491,2146,174,174,143,0
2146,492,2146,174,174,144,0
2146,493,2146,174,174,145,0
2146,494,2146,174,174,146,0
2146,495,2146,174,174,147,0
2146,496,2146,174,174,148,0
2146,497,2146,174,174,149,0
2146,498,2146,174,174,150,0
2146,499,2146,174,174,151,0
2146,500,2146,174,174,152,0
2146,501,2146,174,174,153,0
2146,502,2146,174,174,154,0
2146,503,2146,174,174,155,0
2146,504,2146,174,174,156,0
2146,505,2146,174,174,157,0
2146,506,2146,174,174,158,0
2266,507,2146,174,175,158,0
2266,508,2146,174,176,158,0
2266,509,2146,174,177,158,0
2266,510,2146,174,178,158,0
2266,511,2146,174,179,158,0
2266,512,2146,174,180,158,0
2266,514,2266,175,181,158,0
2266,515,2266,175,182,158,0
2266,517,2266,176,183,158,0
2266,518,2266,176,184,158,0
2266,521,2266,178,185,158,0
2266,523,2266,179,186,158,0
2266,526,2266,181,187,158,0
2266,528,2266,182,188,158,0
2266,529,2266,182,189,158,0
2266,531,2266,183,190,158,0
2266,533,2266,184,191,158,0
2266,536,2266,186,192,158,0
2266,537,2266,186,193,158,0
2266,538,2266,186,194,158,0
2266,541,2266,188,194,159,0
2266,542,2266,188,195,159,0
2266,544,2266,189,196,159,0
2266,552,2266,196,196,160,0
2266,553,2266,196,196,161,0
2266,554,2266,196,196,162,0
2266,555,2266,196,196,163,0
2266,556,2266,196,196,164,0
2266,557,2266,196,196,165,0
2266,558,2266,196,196,166,0
2266,559,2266,196,196,167,0
2266,560,2266,196,196,168,0
2266,561,2266,196,196,169,0
2266,562,2266,196,196,170,0
2266,563,2266,196,196,171,0
2266,564,2266,196,196,172,0
2266,565,2266,196,196,173,0
2266,566,2266,196,196,174,0
2266,567,2266,196,196,175,0
2266,568,2266,196,196,176,0
2266,569,2266,196,196,177,0
2266,570,2266,196,196,178,0
2266,571,2266,196,196,179,0
2266,572,2266,196,196,180,0
2266,573,2266,196,196,181,0
2266,574,2266,196,196,182,0
2385,575,2266,196,197,182,0
2385,576,2266,196,198,182,0
2386,577,2266,196,199,182,0
2386,578,2266,196,200,182,0
2386,579,2266,196,201,182,0
2386,580,2266,196,202,182,0
2386,582,2386,197,203,182,0
2386,583,2386,197,204,182,0
2386,584,2386,197,205,182,0
2386,585,2386,197,206,182,0
2386,586,2386,197,207,182,0
2386,587,2386,197,208,182,0
2386,589,2386,198,209,182,0
2386,590,2386,198,210,182,0
2386,591,2386,198,211,182,0
2386,594,2386,200,212,182,0
2386,596,2386,201,213,182,0
2386,597,2386,201,214,182,0
2386,599,2386,202,215,182,0
2386,607,2386,209,216,182,0
2386,608,2386,209,217,182,0
2386,617,2386,217,217,183,0
2386,618,2386,217,217,184,0
2388,619,2386,217,217,185,0
2388,620,2386,217,217,186,0
2388,621,2386,217,217,187,0
2388,622,2386,217,217,188,0
2388,623,2386,217,217,189,0
2388,624,2386,217,217,190,0
2388,625,2386,217,217,191,0
2388,626,2386,217,217,192,0
2388,627,2386,217,217,193,0
2388,628,2386,217,217,194,0
2388,629,2386,217,217,195,0
2388,630,2386,217,217,196,0
2388,631,2386,217,217,197,0
2388,632,2386,217,217,198,0
2388,633,2386,217,217,199,0
2388,634,2386,217,217,200,0
2506,637,2485,219,218,200,0
2506,638,2485,219,219,200,0
2506,639,2485,219,220,200,0
2506,640,2485,219,221,200,0
2506,641,2485,219,222,200,0
2506,642,2485,219,223,200,0
2506,643,2485,219,224,200,0
2506,644,2485,219,225,200,0
2506,645,2485,219,226,200,0
2506,646,2485,219,227,200,0
2506,647,2485,219,228,200,0
2506,648,2485,219,229,200,0
2506,649,2485,219,230,200,0
2506,650,2485,219,231,200,0
2507,655,2507,223,232,200,0
2507,656,2507,223,233,200,0
2507,658,2507,224,234,200,0
2507,660,2507,225,235,200,0
2507,668,2507,232,236,200,0
2507,670,2507,233,237,200,0
2507,675,2507,237,237,201,0
2507,676,2507,237,237,202,0
2507,677,2507,237,237,203,0
2507,678,2507,237,237,204,0
2507,679,2507,237,237,205,0
2507,680,2507,237,237,206,0
2507,681,2507,237,237,207,0
2507,682,2507,237,237,208,0
2507,683,2507,237,237,209,0
2507,684,2507,237,237,210,0
2507,685,2507,237,237,211,0
2507,686,2507,237,237,212,0
2507,687,2507,237,237,213,0
2507,688,2507,237,237,214,0
2507,689,2507,237,237,215,0
2507,690,2507,237,237,216,0
2509,691,2507,237,237,217,0
2509,692,2507,237,237,218,0
2509,693,2507,237,237,219,0
2586,694,2507,237,238,219,0
2586,696,2586,238,239,219,0
2586,698,2586,239,239,220,0
2586,699,2586,239,239,221,0
2624,700,2586,239,240,221,0
2624,706,2624,244,241,221,0
2624,709,2624,246,242,221,0
2624,710,2624,246,243,221,0
2624,711,2624,246,244,221,0
2624,712,2624,246,245,221,0
2624,713,2624,246,246,221,0
2624,714,2624,246,247,221,0
2624,715,2624,246,248,221,0
2624,716,2624,246,249,221,0
2624,718,2624,247,250,221,0
2624,719,2624,247,251,221,0
2624,720,2624,247,252,221,0
2624,721,2624,247,253,221,0
2624,722,2624,247,254,221,0
2624,723,2624,247,255,221,0
2624,724,2624,247,256,221,0
2624,726,2624,248,257,221,0
2624,730,2624,251,258,221,0
2624,731,2624,251,259,221,0
2624,733,2624,252,260,221,0
2624,736,2624,254,260,222,0
2624,739,2624,256,260,223,0
2624,740,2624,256,261,223,0
2624,743,2624,258,261,224,0
2624,747,2624,261,261,225,0
2624,748,2624,261,261,226,0
2624,749,2624,261,261,227,0
2624,750,2624,261,261,228,0
2624,751,2624,261,261,229,0
2624,752,2624,261,261,230,0
2624,753,2624,261,261,231,0
2624,754,2624,261,261,232,0
2624,755,2624,261,261,233,0
2624,756,2624,261,261,234,0
2624,757,2624,261,261,235,0
2624,758,2624,261,261,236,0
2624,759,2624,261,261,237,0
2624,760,2624,261,261,238,0
2624,761,2624,261,261,239,0
2624,762,2624,261,261,240,0
2624,763,2624,261,261,241,0
2624,764,2624,261,261,242,0
2624,765,2624,261,261,243,0
2624,766,2624,261,261,244,0
2624,767,2624,261,261,245,0
2624,768,2624,261,261,246,0
2624,769,2624,261,261,247,0
2624,770,2624,261,261,248,0
