Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
113,2,113,1,1,0,0
229,3,113,1,2,0,0
229,5,229,2,3,0,0
330,7,229,3,4,0,0
330,11,330,6,5,0,0
330,12,330,6,6,0,0
330,13,330,6,6,1,0
330,14,330,6,6,2,0
330,15,330,6,6,3,0
330,16,330,6,6,4,0
443,17,330,6,7,4,0
443,18,330,6,8,4,0
443,22,443,9,9,4,0
443,23,443,9,9,5,0
443,24,443,9,9,6,0
544,25,443,9,10,6,0
544,26,443,9,11,6,0
544,27,443,9,12,6,0
544,28,443,9,13,6,0
544,33,544,13,13,7,0
660,34,544,13,14,7,0
660,38,660,16,15,7,0
660,41,660,18,16,7,0
660,42,660,18,17,7,0
660,43,660,18,18,7,0
660,44,660,18,19,7,0
660,46,660,19,19,8,0
660,47,660,19,19,9,0
660,48,660,19,19,10,0
660,49,660,19,19,11,0
660,50,660,19,19,12,0
760,51,660,19,20,12,0
760,52,660,19,21,12,0
760,53,660,19,22,12,0
760,54,660,19,23,12,0
760,55,660,19,24,12,0
760,57,760,20,25,12,0
760,58,760,20,26,12,0
761,66,761,27,26,13,0
761,67,761,27,27,13,0
761,68,761,27,27,14,0
761,69,761,27,27,15,0
761,70,761,27,27,16,0
761,71,761,27,27,17,0
761,72,761,27,27,18,0
761,73,761,27,27,19,0
761,74,761,27,27,20,0
761,75,761,27,27,21,0
880,76,761,27,28,21,0
880,77,761,27,29,21,0
880,78,761,27,29,22,0
880,79,761,27,30,22,0
880,81,880,28,31,22,0
880,82,880,28,32,22,0
880,88,880,33,33,22,0
880,89,880,33,33,23,0
880,90,880,33,33,24,0
880,91,880,33,33,25,0
880,92,880,33,33,26,0
880,93,880,33,33,27,0
1000,94,880,33,34,27,0
1000,95,880,33,35,27,0
1000,101,1000,38,36,27,0
1000,102,1000,38,37,27,0
1000,103,1000,38,38,27,0
1000,104,1000,38,39,27,0
1000,106,1000,39,40,27,0
1000,108,1000,40,40,28,0
1000,109,1000,40,40,29,0
1000,110,1000,40,40,30,0
1000,111,1000,40,40,31,0
1000,112,1000,40,40,32,0
1000,113,1000,40,40,33,0
1120,114,1000,40,41,33,0
1120,115,1000,40,42,33,0
1120,116,1000,40,43,33,0
1120,117,1000,40,44,33,0
1120,118,1000,40,45,33,0
1120,119,1000,40,46,33,0
1120,121,1120,41,47,33,0
1120,122,1120,41,48,33,0
1120,131,1120,49,49,33,0
1120,132,1120,49,49,34,0
1120,133,1120,49,49,35,0
1120,134,1120,49,49,36,0
1221,135,1120,49,50,36,0
1222,143,1222,56,51,36,0
1222,146,1222,58,52,36,0
1222,148,1222,59,53,36,0
1222,150,1222,60,54,36,0
1222,151,1222,60,55,36,0
1222,152,1222,60,56,36,0
1222,153,1222,60,57,36,0
1222,154,1222,60,58,36,0
1222,155,1222,60,59,36,0
1222,156,1222,60,60,36,0
1222,157,1222,60,61,36,0
1222,159,1222,61,61,37,0
1222,160,1222,61,61,38,0
1223,161,1222,61,61,39,0
1223,162,1222,61,61,40,0
1223,163,1222,61,61,41,0
1223,164,1222,61,61,42,0
1223,165,1222,61,61,43,0
1223,166,1222,61,61,44,0
1223,167,1222,61,61,45,0
1223,168,1222,61,61,46,0
1322,176,1322,68,61,47,0
1322,177,1322,68,61,48,0
1323,178,1322,68,62,48,0
1323,179,1322,68,63,48,0
1323,180,1322,68,64,48,0
1323,181,1322,68,65,48,0
1323,184,1323,70,66,48,0
1323,186,1323,71,67,48,0
1323,188,1323,72,68,48,0
1323,192,1323,75,68,49,0
1323,193,1323,75,68,50,0
1323,194,1323,75,68,51,0
1323,195,1323,75,68,52,0
1323,196,1323,75,68,53,0
1323,197,1323,75,68,54,0
1324,198,1323,75,69,54,0
1324,199,1323,75,70,54,0
1324,200,1323,75,71,54,0
1324,201,1323,75,72,54,0
1324,202,1323,75,73,54,0
1324,203,1323,75,74,54,0
1324,204,1323,75,75,54,0
1324,205,1323,75,75,55,0
1324,206,1323,75,75,56,0
1324,207,1323,75,75,57,0
1324,208,1323,75,75,58,0
1423,209,1323,75,76,58,0
1423,210,1323,75,77,58,0
1423,211,1323,75,78,58,0
1423,217,1423,80,79,58,0
1423,218,1423,80,80,58,0
1423,219,1423,80,81,58,0
1424,221,1424,81,81,59,0
