Communication timer, comunication counter, latest time of propagation, number of nodes spread, number of positive ack, number of negative ack, number of requests
120,2,0,1,1,0,0
240,3,0,1,2,0,0
360,5,240,2,3,0,0
360,10,360,6,4,0,0
360,11,360,6,5,0,0
460,12,360,6,6,0,0
460,16,460,9,7,0,0
460,18,460,10,8,0,0
562,20,460,11,9,0,0
562,21,460,11,10,0,0
562,22,460,11,11,0,0
562,27,562,15,12,0,0
562,30,562,17,13,0,0
680,32,562,18,14,0,0
680,33,562,18,15,0,0
680,34,562,18,16,0,0
680,35,562,18,17,0,0
680,36,562,18,18,0,0
680,37,562,18,19,0,0
680,46,680,26,20,0,0
680,49,680,28,21,0,0
800,50,680,28,22,0,0
800,51,680,28,23,0,0
800,52,680,28,24,0,0
800,53,680,28,25,0,0
800,54,680,28,26,0,0
800,59,800,32,27,0,0
800,60,800,32,28,0,0
800,61,800,32,29,0,0
800,65,800,35,30,0,0
900,68,800,37,31,0,0
900,69,800,37,32,0,0
900,70,800,37,33,0,0
900,71,800,37,34,0,0
900,72,800,37,35,0,0
900,73,800,37,36,0,0
900,80,900,43,37,0,0
900,82,900,44,38,0,0
900,83,900,44,39,0,0
900,85,900,45,40,0,0
1020,87,900,46,41,0,0
1020,88,900,46,42,0,0
1020,89,900,46,43,0,0
1020,91,1020,47,44,0,0
1020,92,1020,47,45,0,0
1020,93,1020,47,46,0,0
1020,98,1020,51,47,0,0
1020,99,1020,51,48,0,0
1140,101,1020,52,49,0,0
1140,102,1020,52,50,0,0
1140,103,1020,52,51,0,0
1140,104,1020,52,52,0,0
1140,106,1140,53,53,0,0
1140,107,1140,53,54,0,0
1140,108,1140,53,55,0,0
1260,118,1140,62,56,0,0
1260,119,1140,62,57,0,0
1260,120,1140,62,58,0,0
1260,123,1260,64,59,0,0
1260,125,1260,65,60,0,0
1260,126,1260,65,61,0,0
1260,129,1260,67,62,0,0
1260,130,1260,67,63,0,0
1260,131,1260,67,64,0,0
1260,132,1260,67,65,0,0
1260,137,1260,71,66,0,0
1260,142,1260,75,67,0,0
1260,143,1260,75,68,0,0
1380,144,1260,75,69,0,0
1380,145,1260,75,70,0,0
1380,146,1260,75,71,0,0
1380,147,1260,75,72,0,0
1380,148,1260,75,73,0,0
1380,149,1260,75,74,0,0
1380,150,1260,75,75,0,0
1380,151,1260,75,76,0,0
1380,152,1260,75,77,0,0
1380,160,1380,82,78,0,0
1380,166,1380,87,79,0,0
1380,169,1380,89,80,0,0
1380,170,1380,89,81,0,0
1380,171,1380,89,82,0,0
1500,172,1380,89,83,0,0
1500,173,1380,89,84,0,0
